AÑO,COD_DANE_DEPARTAMENTO,DEPARTAMENTO,COD_SECRETARIA,SECRETARIA,COD_DANE_MUNICIPIO,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,COD_SECTOR,SECTOR,COD_CARACTER,CARACTER,COD_CALENDARIO,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,FAX,EMAIL,RECTOR,WEB,TOTAL_MATRICULA,CANTIDAD_SEDES
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001003209,COLEGIO FRANCISCO JOSE DE CALDAS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 14 24 74,SANTA LUCIA,7425547,,colfrancisco@hotmail.com,JULY ALEXANDRA ALVAREZ RODRIGUEZ,,108,1
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001003063,COLEGIO PEDAGOGICO MI PRIVILEGIO,1002,NO_OFICIAL,963,No Aplica,52,A,CALLE 21   15 - 62,BOLIVAR,7433661,0,0,GLADYS ELSA VALIENTE WILCHES,0,12,1
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001003555,COLEGIO DE COMFABOY.,1002,NO_OFICIAL,963,No Aplica,52,A,KR 1 40 0,LA ESMERALDA,7439344,0,comfaboy@yahoo.es,ENID CARDENAS LOPEZ,0,846,1
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001003659,COLEGIO PEDAGÓGICO MUNDO INFORMÁTICO,1002,NO_OFICIAL,963,No Aplica,52,A,TV 17 D 33 42,ALTAMIRA,3114632320,,colboy5@telecom.com.co,MARICELA LÓPEZ MORENO,,37,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001053141,COLEGIO INFANTIL GOTITAS DE AMOR,1002,NO_OFICIAL,963,No Aplica,52,A,CL 27 7 71,LA ESPERANZA,4316021,,macster3000@hotmail.com,ANGELICA ESTER LOPEZ SILVA,,35,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001053213,COLEGIO PARA LA ESTIMULACION DEL DESARROLLO INTEGRAL - CRECIENDO,1002,NO_OFICIAL,963,No Aplica,52,A,MZ C CASA 48 Y 54,VILLA MARBELLA,4301313 - 4309651,,,OMAIRA ISABEL HERRERA GONZALEZ,,144,1
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001002024,COLEGIO INFANTIL MODERNO,1002,NO_OFICIAL,963,No Aplica,52,A,CL 9 A 8 09,SUAREZ RENDON,3144147776,0,anverlatin@hotmail.com,LUZ ANDREA VERGARA CRUZ,0,98,1
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001003764,COLEGIO BILINGUE TECNICO INDUSTRIAL  OXFORD,1002,NO_OFICIAL,963,No Aplica,52,A,CARRERA 11 NO. 28-39,20 DE JULIO,7442417,,OXFORDTunja@gmail.com,HUGO FREDY ROA,www.oxfordtunjablogspot.com,208,1
2019,15,BOYACÁ,3770,TUNJA,15001,TUNJA,315001003292,COLEGIO CRAYOLA MAGICA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 1 4 B 28,COOSERVICIOS,7404164,,angelitasosa77@hotmail.com,DIANA ISABEL SOSA AVILA,,72,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001006631,COLEGIO CENTRO PEDAGOGICO DEL NINO,1002,NO_OFICIAL,963,No Aplica,52,A,KRA 8A NO.27-28,BAVARIA,4232664,4232664,centropedagogico@telecom.com.co,HERMINIA VEGA LARA,NO TIENE,168,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315272000213,COLEGIO PASITOS ALEGRES,1002,NO_OFICIAL,963,No Aplica,52,A,KR 5 5 115,CENTRO URB,,,,DAGNY URREGO GUTIERREZ,,30,1
2019,25,CUNDINAMARCA,3788,SOACHA,25754,SOACHA,325754004360,COLEGIO GARCIA HERREROS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 26 E 53 A 13,LUIS CARLOS GALAN I,5789514,,anymaria64@yahoo.com,CLARA INES GARCIA,,240,1
2019,25,CUNDINAMARCA,3788,SOACHA,25754,SOACHA,325754003762,COLEGIO JOSE ASUNCION SILVA,1002,NO_OFICIAL,963,No Aplica,52,A,CL 40 47 15 ESTE,B. CIUDADELA SUCRE,5707734,,ernesto0660@hotmail.com,MARGARITA FERIA GONZALEZ,,23,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,847001000016,COLEGIO MI GRAN SABIDURIA,1002,NO_OFICIAL,963,No Aplica,52,A,MZ C CASA 8,URB.VILLA DEL MAR,4207793,0,,NERYS ACOSTA TORRES,,10,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001051814,COLEGIO MIS PRIMEROS LOGROS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 51 9 B 05,BASTIDAS,4330775,0,misprimeroslogros@hotmail.com,DILIA  BOLAÑO SANCHEZ,NO TIENE,58,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,415491000266,COLEGIO NUESTRA SEÑORA DE BELENCITO,1002,NO_OFICIAL,963,No Aplica,52,A,KR 10 # 14-16,BELENCITO,(8) 7771049,,,ANDREA DEL PILAR NIÑO MORALES,,146,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315047000476,COLEGIO SENDERITO DEL SABER,1002,NO_OFICIAL,963,No Aplica,52,A,KR 7 7 37,CENTRO,779 43 95,,colsensa.edu.17@gmail.com,LINA PAOLA PINTO PEREZ,,129,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315176000911,COLEGIO TIRSO GARCIA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 5 4 26,CENTRO,7262341-3112131294,,coltirsogarcia@hotmail.com,CLAUDIA YAMILE CAÑON CADENA,,186,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315176000792,COLEGIO INFANTIL PIAGET,1002,NO_OFICIAL,963,No Aplica,52,A,KR 11 18 08,CENTRO,726 13 86,,,MARTHA MERY OLMOS CUBIDES,,48,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001052637,COLEGIO INFANTIL INOLVIDABLE INFANCIA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 13 40 30,MARIA EUGENIA,4313791,,hayffacorrea0103@hotmail.com,HAYFFA CORREA MARTINEZ,,86,1
2019,41,HUILA,3791,NEIVA,41001,NEIVA,341001005075,COLEGIO SAN CARLOS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 52 20 A 05,,8778116,,colsancarlos@gmail.com,CARLOS ALBEIRO CUESTA BALDRICH,,42,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315244000020,COLEGIO EVANGELICO LUTERANO DE COLOMBIA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 3 7 34,BARRIO VENEZUELA,7890179,,,OLIVERIO MORA NAVARRETE,,49,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001051385,COLEGIO PEDAGOGICO MIS PRIMEROS PASOS,1002,NO_OFICIAL,963,No Aplica,52,A,CALLE 2C NO. 21C-03,B.SAN FERNANDO,4348074,0,colmispasitos@hotmail.com,MILETH ROMAÑA VASQUEZ,NO TIENE,223,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001051571,COLEGIO MUNDO DE ILUSIONES,1002,NO_OFICIAL,963,No Aplica,52,A,KR 23 23 17,BARRIO VILLA DEL RIO,4206859,0,cmi528@hotmail.com,LESLIE YADIRA ORTEGA HERNANDEZ,NO TIENE,257,1
2018,25,CUNDINAMARCA,10857,MOSQUERA,25473,MOSQUERA,325473001060,COLEGIO JESUS DE NAZARET,1002,NO_OFICIAL,-,-,52,A,KR 10 8 16,B. LA CUMBRE,,,,LIZ MORELY GONZALEZ SAAVEDRA,,80,1
2019,41,HUILA,3791,NEIVA,41001,NEIVA,341001005890,COLEGIO INNOVACION NUEVO SIGLO,1002,NO_OFICIAL,963,No Aplica,52,A,CL 19 53 71,LAS PALMAS,8774887,8771254,colegio_innovacion_nuevo_siglo@hotmail.com,ESMEDO URRIAGO RAMIREZ,,68,1
2019,25,CUNDINAMARCA,3787,GIRARDOT,25307,GIRARDOT,325307001582,COLEGIO MONTECARMELO,1002,NO_OFICIAL,963,No Aplica,52,A,KR 14 19 54,BARRIO SUCRE,8360705,,montecarmeloeduca@yahoo.com,GLORIA CECILIA PEREA GARCIA,,157,1
2019,41,HUILA,3791,NEIVA,41001,NEIVA,341001005598,COLEGIO SANTA TERESA,1002,NO_OFICIAL,963,No Aplica,52,A,CL 61 5 B 11,CENTRO,8761067,,COLEGIO-SANTATERESA@HOTMAIL.COM,AMPARO MORENO,,35,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001051806,COLEGIO LOS FUNDADORES,1002,NO_OFICIAL,963,No Aplica,52,A,KR 58 B 9 C 18,BARRIO LOS FUNDADORES,4333263-3168538896,0,colegiolos.fundadores@hotmail.es,NIRIAM CARMONA,colegiolosfundadores.blogspost.com,590,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001007491,COLEGIO FRAY BARTOLOME,1002,NO_OFICIAL,963,No Aplica,52,A,CALLE 10 MADRID # 8-26,OLAYA HERRERA,4310791,4210229,merenaiv@hotmail.com,MERENA IVANOVA DEL ROSARIO BORREGO COTES,NO TIENE,14,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001007769,COLEGIO JUAN JACOBO ROUSSEAU,1002,NO_OFICIAL,963,No Aplica,52,A,CARRERA 66 NO 39-105,YUCAL,4332202,,,YAZMIN ZORAYA AMADO FIGUEROA,,214,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001000101,COLEGIO JOSE MARIA CARBONELL,1002,NO_OFICIAL,963,No Aplica,52,A,KR 21 D 29 C 08,BOULEVAR DE LAS ROSAS,4320458,,jm.carbonell@hotmail.com,INGRID MARTA CASTRO CHARRIS,,86,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315646000506,COLEGIO LOS ANDES,1002,NO_OFICIAL,963,No Aplica,52,A,CL 5 4 15,CASCO URB,737 23 09,,,MARIA GLADIS BERNAL FUENTES,,102,1
2019,41,HUILA,3791,NEIVA,41001,NEIVA,341001005806,COLEGIO INFANTIL EL CAFETERITO,1002,NO_OFICIAL,963,No Aplica,52,A,KR 48 17 C 30,,8770721,,col_cafeterito@yahoo.es,AUDY YULIETH PULIDO MONTILLA,,158,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315299000363,COLEGIO GABRIELA MISTRAL,1002,NO_OFICIAL,963,No Aplica,52,A,KR 11 14 46,B. EL BOSQUE,750 07 22,,,FLOR INÉS MORENO MORALES,,24,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315299000371,COLEGIO CRISTIANO MANANTIAL,1002,NO_OFICIAL,963,No Aplica,52,A,KR 10 8 48,CENTRO,7501569 - 3107950465,,,SINDY PAOLA DIAZ PACHECO,,83,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001007246,COLEGIO BUENA ENSENANZA,1002,NO_OFICIAL,963,No Aplica,52,A,MZ 24 CASA 18 URB EL PARQUE,EL PARQUE,4300481,0,NO TIENE,NANCY E. ESCORCIA,NO TIENE,41,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,447001005281,COLEGIO SAN RAFAEL,1002,NO_OFICIAL,963,No Aplica,52,A,CL 15 11 03,GAIRA,4227988,0,sanrafael@hotmail.com,ALEYDA NORIEGA CERVANTES,NO TIENE,157,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315176000491,COLEGIO MIXTO SAN MARTIN DE PORRES,1002,NO_OFICIAL,963,No Aplica,52,A,CL 18 12 107,CENTRO,7 265601,,,FRAY JAIME MONSALVE TRUJILLO,,152,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315537000288,COLEGIO SEMILLITAS DIVINO NIÑO,1002,NO_OFICIAL,963,No Aplica,52,A,KR 3 6 09,B. LA PAZ,786 52 46,,,MARIA MARGARITA MARTINEZ DE DIAZ,,16,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315087000274,COLEGIO PEQUEÑOS TRIUNFADORES,1002,NO_OFICIAL,963,No Aplica,52,A,KR 5 9 31,BRR LA FLORIDA,7870452,,,BERTHA MARIA CARVAJAL VERGARA,,7,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,447001051321,COLEGIO  NUEVAS  IDEAS,1002,NO_OFICIAL,963,No Aplica,52,A,CALLE  12  NO. 15-49  GAIRA,GAIRA,4228652,0,NO TIENE,EDITH  GARCIA  DE  CORTES,NO TIENE,16,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344650000979,COLEGIO SAN JOSE,1002,NO_OFICIAL,963,No Aplica,52,A,CL 2 SUR 7 53,CENTRO,7740776,0,jose@hotmail.com,ANGELICA MARIA VEGA FUENTES,NO TIENE,310,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315516000784,COLEGIO SAN LUIS MARIA DE MONTFORT,1002,NO_OFICIAL,963,No Aplica,52,A,VDA. LLANO GRANDE,SECTOR RURAL SAN RAFAEL,785 04 00,,,LIDA MARLEN CAMACHO,,26,1
2019,15,BOYACÁ,3769,BOYACÁ,15690,SANTA MARÍA,315516000679,COLEGIO DE EDUCACION BASICA CREACIONES,1002,NO_OFICIAL,963,No Aplica,52,A,KR 22 25 43,CENTRO,785 29 30,,,MARIA DEL ROSARIO DIAZ,,33,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344650000880,COLEGIO SAGRADO CORAZON DE JESUS,1002,NO_OFICIAL,963,No Aplica,52,A,CR 14 N§ 2-03,EL CARMEN,7740612,0,corazon@hotmail.com,GALA INES DAZA,NO TIENE,85,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344874000753,COLEGIO LOS ANGELES,1002,NO_OFICIAL,963,No Aplica,52,A,CLL 12 #14-57,DELICIAS,7772231,0,angeles@hotmail.com,ANGELA RODRIGUEZ ELJADUE,NO TIENE,429,1
2019,25,CUNDINAMARCA,3787,GIRARDOT,25307,GIRARDOT,325307001531,COLEGIO NUESTRA SEÑORA DE GUADALUPE,1002,NO_OFICIAL,963,No Aplica,52,A,CL 39 16 177,SAN FERNANDO,8315248,,nuestra.senoraguadalupe@gmail.com,NINA MAHECHA CONDE,,290,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305308000775,COLEGIO COMFAMA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 18 5 A 65,VDA. LA FLORIDA,2894411,2894411,mtrujrillo@comfama.com,TRUJILLO ZEA MARGARITA MARIA,,311,1
2019,25,CUNDINAMARCA,3787,GIRARDOT,25307,GIRARDOT,325307001361,COLEGIO NUESTRA SEÑORA DEL PILAR,1002,NO_OFICIAL,963,No Aplica,52,A,CL 20 10 74,SUCRE,8331670,,secrecolegiodelpilar@hotmail.com - mariapedrero@yahoo.es,ERIKA VICTORIA ALVAREZ PEDRERO,www.colegiodelpilar.edu.co,491,1
2019,25,CUNDINAMARCA,3786,FUSAGASUGÁ,25290,FUSAGASUGÁ,325290002326,COLEGIO SAN FRANCISCO FUSAGASUGA,1002,NO_OFICIAL,963,No Aplica,52,A,CL 10 5 39,ANTONIO NARIÑO,8722855,,cunitas2003@hotmail.com,LUZ MARINA BERNAL ZAMUDIO,,72,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001007751,COLEGIO JARDIN CARITAS ALEGRES,1002,NO_OFICIAL,963,No Aplica,52,A,CALLE 13A NÕ32B-60,GALICIA,4331669,0,NO TIENE,LETICIA JESUS LLANES ESQUEA,NO TIENE,66,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305250001008,COLEGIO PERSONITAS,1002,NO_OFICIAL,963,No Aplica,52,A,CL 54 48 33,,,,colepersonitas@gmail.com,NAVARRO NAVARRO NACIRA,,89,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305212000910,COLEGIO AUTÓNOMO NUESTRA SEÑORA DE LA BUENA ESPERANZA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 46 A 48 98,FATIMA,2741785,,colegio.autonomo.copacabana@gmail.com,ADRIANA PÁTRICIA RENDON CASTAÑEDA,,147,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001007653,COLEGIO JARDIN LUCECITAS,1002,NO_OFICIAL,963,No Aplica,52,A,CALLE 26 A N¿ 16-45,JARDIN,4349132,0,colegiolucecitas@hotmail.com,MARTHA GARCIA CHEU,NO TIENE,140,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305148000927,COLEGIO COMFAMA,1002,NO_OFICIAL,963,No Aplica,52,A,CL 15 25 27,CENTRO,5668757,2156594,preescolarelcarmen@hotmail.com,MARGARITA MARIA TRUJILLO ZEA,,111,1
2019,47,MAGDALENA,4911,SANTA MARTA,47001,SANTA MARTA,347001005685,COLEGIO AMERICANO DEL CARIBE,1002,NO_OFICIAL,963,No Aplica,52,A,MZ 56 CASA 2 3  Y 6,CIUDADELA 29 JULIO,4301619 4303526,0,NO TIENE,MARGARITA MONTANO,NO TIENE,324,1
2019,13,BOLÍVAR,4910,CARTAGENA,13001,CARTAGENA,313001005284,COLEGIO SANTA LUCIA,1002,NO_OFICIAL,963,No Aplica,52,A,MANZANA 27 LOTE 9-10-11,REPUBLICA DE CHILE,6620248,,,TILCIA GONZALEZ,,187,1
2019,50,META,3796,META,50686,SAN JUANITO,350006001719,COLEGIO CAMPESTRE MONFORT,1002,NO_OFICIAL,963,No Aplica,52,A,IND FINCA VERDE MENTA,VEREDA SARDINATA,3183848557,NO REPORTA,gimnasiocmonfort@hotmail.com,NAYIBER MORENO ROLDAN,NO REPORTA,124,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305079000901,COLEGIO FORMANDO LIDERES,1002,NO_OFICIAL,963,No Aplica,52,A,CL 9 15 37,CL 9 15 37,4062065,4061363,pequenoslideres@une.net.co,SIERRA AGUDELO DIANA MARIA,,100,1
2019,50,META,3796,META,50686,SAN JUANITO,350568000294,COLEGIO ANTONIO NARIÑO,1002,NO_OFICIAL,963,No Aplica,52,A,BARRIO EL CENTRO,CENTRO,6460222,,,MARICEL TERRANOVA,,232,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305129007023,COLEGIO COMFAMA,1002,NO_OFICIAL,963,No Aplica,52,A,CL 129 S 49 24,,2156594,2781135,mtrujillo@comfama.com.co,MARGARITA MARIA TRUJILLO ZEA,www.comfama.com,422,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305893001901,COLEGIO EL OASIS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 47 48 06,B. TRES DE OCTUBRE,8325675,,colegioeloasisyondo@tareanet.edu.co,FLOREZ OLIVERA SILFIDA,,130,1
2019,13,BOLÍVAR,4910,CARTAGENA,13001,CARTAGENA,313001013341,COLEGIO SAN NICOLAS DE LA ROCA.,1002,NO_OFICIAL,963,No Aplica,52,A,KR 35 36 61 BR URB MA AUXILIADORA,MARIA AUXILIADORA,6626028,,,NURIS DEL C GULFO,,130,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305250001971,COLEGIO SAN JOSE,1002,NO_OFICIAL,963,No Aplica,52,A,KR 41 33 112,BRR PUEBLO NUEVO,8370241,,colesanjose.29@gmail.com,ECHEVERRIA LAGUNA LUDIS IRENE,,261,1
2019,52,NARIÑO,3799,PASTO,52001,PASTO,352001004364,COLEGIO SANTA LAURA MONTOYA UPEGUI,1002,NO_OFICIAL,963,No Aplica,52,A,CL 16 A 10 47,FATIMA,7367468 - 3013426860,,colegiosantalauramontoyaupequi@gmail.com mandradebastidas@gmail.com,DILIA GLADYS ROSERO NARVAEZ,,188,1
2019,50,META,3796,META,50686,SAN JUANITO,350400000761,COLEGIO ADVENTISTA DE LEJANÍAS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 12 8 10,EL CENTRO,3124475546,NO REPORTA,juankg316@yahoo.es,OSCAR  PERZ,NO REPORTA,110,1
2019,52,NARIÑO,3799,PASTO,52001,PASTO,352001006553,COLEGIO INFANTIL PANAMERICANO,1002,NO_OFICIAL,963,No Aplica,52,A,KR 13 20 A 05,EL RECUERDO,7201729,,amandyvallejo@hotmail.com,CARMEN ELENA BASTIDAS,,20,1
2019,5,ANTIOQUIA,3758,ANTIOQUIA,5120,CÁCERES,305148000951,COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO,1002,NO_OFICIAL,963,No Aplica,52,A,IND CASA CURAL,,5699090 ext 672,,,VARGAS GAVIRIA ARACELLY,,59,1
2019,52,NARIÑO,3800,TUMACO,52835,SAN ANDRES DE TUMACO,352835004906,COLEGIO NAVAL TUMACO,1001,OFICIAL,963,No Aplica,52,A,IND BRIM 4,AVENIDA DEL MORRO,7273071,7273071,colnavtumaco@gmail.com,CLAUDIA VIVIANA MANCERA CALDERON,NO TIENE,132,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344650000014,COLEGIO GABRIELA MISTRAL,1002,NO_OFICIAL,963,No Aplica,52,A,CR 5 N¦ 4-32,EL CENTRO,7740331,0,gabriela@hotmail.com,JOSE LUIS AVILA,NO TIENE,195,1
2019,13,BOLÍVAR,3767,BOLÍVAR,13838,TURBANÁ,313873000161,COLEGIO DIVINO ESPIRITU,1002,NO_OFICIAL,963,No Aplica,52,A,CABECERA MPAL VILLANUEVA,CABECERA MUNICIPIO DE VILLANUEVA.,,,,PATRICIA DE JESUS PEÑA VASQUEZ,,113,1
2019,25,CUNDINAMARCA,3786,FUSAGASUGÁ,25290,FUSAGASUGÁ,325290002300,COLEGIO REMBRANDT,1002,NO_OFICIAL,963,No Aplica,52,A,KR 64 19 A 40,,8780658,,colegiovas@hotmail.com,ADRIANA MARIA URUEÑA,,12,1
2019,50,META,3796,META,50686,SAN JUANITO,350330000601,COLEGIO LIBERTAD MARANATA,1002,NO_OFICIAL,963,No Aplica,52,A,CL  10 Nº 9 65,BARRIO EL JARDIN,NO REPORTA,NO REPORTA,edwsan13@hotmail.com,SANDRA MORALES OLIVERO,NO REPORTA,55,1
2019,52,NARIÑO,4546,IPIALES,52356,IPIALES,352356001501,COLEGIO RAYUELA,1002,NO_OFICIAL,963,No Aplica,52,A,KR 10 28 60,PUENES,7734325,,sopasome@latinmail.com,SONIA PATRICIA SOLIS MENDEZ,,101,1
2019,52,NARIÑO,4546,IPIALES,52356,IPIALES,352356001579,COLEGIO SAN VICENTE DE PAUL,1002,NO_OFICIAL,963,No Aplica,52,A,KR 3 21 91,SAN VICENTE,7734515,,,AMALIA PEPINOSA RIVERA,,123,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344855005167,COLEGIO EVANGELICO MARANATHA,1002,NO_OFICIAL,963,No Aplica,52,A,CLL 9 N.12-13,LAS DELICIAS,0957778163,3,evnafelico@hotmail.com,DAVID JOSE BARRERA BARROS,NO TIENE,118,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344855005183,COLEGIO JARDIN DE URUMITA,1002,NO_OFICIAL,963,No Aplica,52,A,CLL 12 B,EL PRADO,0957778077,2,jardin@hotmail.com,NELLYS LEONOR APONTE MURGA,NO TIENE,36,1
2019,44,GUAJIRA,3792,LA GUAJIRA,44078,BARRANCAS,344378000042,COLEGIO CRISTIANA INTERAMERICANO,1002,NO_OFICIAL,963,No Aplica,52,A,CLL 17 NO 16-90,15 DE FEBRERO,7759372,0,interamericano@hatonuevo.com.co,MARINELLA PEDRAZA SEGOVIA,NO TIENE,96,1
2019,25,CUNDINAMARCA,3786,FUSAGASUGÁ,25290,FUSAGASUGÁ,325290000943,COLEGIO SANTA INES DE FUSAGASUGA,1002,NO_OFICIAL,963,No Aplica,52,A,CL 5 3 27,BRR EMILIO SIERRA,3105861440,,rositaygjc@hotmail.com,ROSA NIEVES JIMENEZ CORTES,,224,1
2019,13,BOLÍVAR,3767,BOLÍVAR,13838,TURBANÁ,313657000017,COLEGIO SAGRADO CORAZON DE JESUS,1002,NO_OFICIAL,963,No Aplica,52,A,BARRIO CENTRO CRA.13 #10-36,BARRIO CENTRO CRA.13 #10-36,6890084,,,JAQUELIN GUTIERREZ A.,,68,1
2019,25,CUNDINAMARCA,3785,CUNDINAMARCA,25797,TENA,225438000749,COLEGIO BASICO RURAL LOS ALPES,1001,OFICIAL,963,No Aplica,52,A,INSPECCION LOS ALPES,LOS ALPES,3156482456,,,JUAN PATRICIO ROLON DIAZ.,colbasalpes_medina@cundinamarca.gov.co juanpro2002@yahoo.com,90,4
2019,13,BOLÍVAR,3767,BOLÍVAR,13838,TURBANÁ,313688011181,COLEGIO PEDAGOGICO RODOLFO LLINAS,1002,NO_OFICIAL,963,No Aplica,52,A,AV BETANIA 1 07,AVENIDA BETANIA,,,,MAGDA YANETH GONZALEZ CRISTANCHO,,164,1
2019,44,GUAJIRA,3793,MAICAO,44430,MAICAO,344430001109,COLEGIO EL JORDAN,1002,NO_OFICIAL,963,No Aplica,52,A,CLL 15 NO. 17-13,EL CENTRO,7261735,,,CARMEN SERRANO ACOSTA,,76,1
2019,50,META,3796,META,50686,SAN JUANITO,450318000340,COLEGIO CRECIENDO CON AMOR,1002,NO_OFICIAL,963,No Aplica,52,A,CL 10 NRO 8 27,URBANIZACION LAS VILLAS,3112132536,,COLCREAMOR1@HOTMAIL.COM,MARTHA LIDA CESPERES CAICEDO,,149,1
2019,44,GUAJIRA,3793,MAICAO,44430,MAICAO,344430000811,COLEGIO SANTA TERESA DE JESUS,1002,NO_OFICIAL,963,No Aplica,52,A,CL 18 14 40,EL CARMEN,7267257,,,MARTHA MILAGROS BONIVENTO CASTILLA,,150,1
2019,50,META,3796,META,50686,SAN JUANITO,350313001181,COLEGIO PEDAGOGICO SANTAMARIA DE LOS ANGELES,1002,NO_OFICIAL,963,No Aplica,52,A,CL 13 11 89,BARRIO TAMAGUAY,,,,NANCY OSPINA DIAZ,,44,1
2019,54,NORTE DE SANTANDER,3801,NORTE SANTANDER,54347,HERRÁN,354405000942,COLEGIO ADONAI,1002,NO_OFICIAL,963,No Aplica,52,A,CL 21 10 48,VIDELSO,3134935288,,coladonai@hotmail.com,SANDRA CONSUELO PRADA RIVERO,,146,1
2019,50,META,3797,VILLAVICENCIO,50001,VILLAVICENCIO,350001006614,COLEGIO PSICOPEDAGOGICO SAN NICOLAS,1002,NO_OFICIAL,963,No Aplica,52,A,KR 42 33 B 20,BARZAL ALTO,6624171-3005655674,6624171,marisolvirey27@hotmail.com,MARISOL VILLALOBOS REY,,80,1
2019,54,NORTE DE SANTANDER,3801,NORTE SANTANDER,54347,HERRÁN,354874001238,COLEGIO SANTA MARIA DEL ROSARIO,1002,NO_OFICIAL,963,No Aplica,52,A,URB SANTA MARIA DEL ROSARIO CAS D14,URB STA MA DEL ROSARIO,5708358,-,colsamaro@gmail.com,DOGNY ESPERANZA PEREZ FRANCO,-,215,1
